timestamp,cpu_usage_percent,mem_usage_percent,disk_usage_percent,read_disk,write_disk
0s,7.7,21.0,78.6,0,28
5s,3.9,21.0,3.90,0,60
10s,16.3,21.2,0.50,0,76
15s,15.1,22.1,0.70,0,60
20s,7.7,22.1,0.30,0,24
25s,6.9,22.1,1.40,0,420
30s,5.7,21.4,4.50,0,1726
35s,11.2,21.4,59.8,0,800
40s,32.6,21.5,29.9,0,17
45s,17.6,21.5,0.80,0,56
50s,18.9,21.7,17.8,0,344
55s,11.6,21.6,3.80,0,240
60s,28.9,22.1,5.00,0,7127
65s,19.3,22.3,76.2,0,97
70s,75.9,22.2,90.8,0,9486
75s,20.9,23.6,2.40,0,624
80s,24.4,23.6,1.90,0,428
85s,24.1,23.6,0.50,0,40
90s,11.6,23.4,1.20,0,503
95s,8.7,23.5,1.00,0,100
100s,6.7,23.3,0.40,0,64
105s,9.6,23.4,70.4,0,116
110s,13.8,23.3,1.10,0,184
115s,10.6,23.3,13.5,0,4095
120s,4.7,23.4,0.70,0,328
125s,4.7,23.3,1.00,0,168
130s,7.5,23.3,4.70,0,116
135s,21.9,23.5,9.00,0,136
140s,13.2,23.4,1.40,0,204
145s,14.9,23.4,37.4,0,148
150s,11.5,23.3,2.00,0,624
155s,9.1,23.1,0.80,0,88
160s,7.8,23.2,0.30,0,12
165s,12.7,23.3,0.70,92,88
170s,43.0,23.4,0,0,0
175s,6.7,23.5,18.6,0,40
180s,18.5,23.3,17.4,0,76
185s,12.5,23.4,0,0,0
190s,5.9,23.3,0.50,0,72
195s,41.3,23.3,1.80,0,196
200s,5.8,23.4,0,0,0
205s,3.9,23.0,2.30,0,32
210s,4.5,23.1,13.6,0,4093
215s,9.9,23.0,83.5,0,192
220s,18.8,23.0,0.80,0,92
225s,8.9,23.2,5.20,0,2107
230s,23.6,23.3,12.9,0,96
235s,10.2,23.3,1.50,0,128
240s,16.5,23.3,20.3,0,68
245s,3.8,23.3,13.6,0,4095
250s,33.7,23.3,34.2,0,324
255s,3.8,23.2,13.6,0,4095
260s,7.0,23.3,2.70,0,1155
265s,9.4,23.1,3.00,0,1103
270s,16.3,23.0,1.10,0,88
275s,30.1,23.0,2.80,0,52
280s,18.9,23.1,23.9,0,48
285s,6.6,23.0,75.2,0,88
290s,3.5,23.1,0.50,0,32
295s,14.9,23.2,13.6,0,4095
300s,19.6,23.2,18.6,0,56
