timestamp,cpu_usage_percent,mem_usage_percent,disk_usage_percent,read_disk,write_disk
0s,22.8,21.8,7.19,0,28
5s,4.9,21.6,0,0,0
10s,34.9,21.8,0,0,0
15s,20.9,22.4,1.70,0,764
20s,9.6,22.1,3.90,0,124
25s,10.5,22.0,0,0,0
30s,17.0,22.0,38.0,0,44
35s,20.9,21.9,1.60,0,192
40s,3.4,21.9,0.10,0,4091
45s,29.7,22.0,46.0,0,80
50s,20.7,22.2,21.5,0,73
55s,9.4,22.8,10.3,0,42
60s,7.0,23.3,7.80,0,3936
65s,10.3,22.5,25.4,0,1092
70s,6.9,22.7,0,0,0
75s,12.4,22.5,10.6,0,4831
80s,22.0,22.7,0.50,0,24
85s,36.5,22.8,89.5,0,145
90s,68.6,23.8,45.8,20,133
95s,8.6,24.1,0,0,0
100s,6.5,24.2,13.5,0,4092
105s,19.6,24.1,20.8,0,24
110s,10.6,24.1,1.10,0,92
115s,8.7,24.1,0.10,0,4094
120s,9.4,24.1,0,0,0
125s,5.4,24.1,0,0,0
130s,3.4,24.1,0.40,0,24
135s,4.7,24.2,78.9,0,32
140s,9.6,24.1,0.10,0,4092
145s,4.7,24.2,1.10,0,56
150s,4.6,24.2,0.20,0,76
155s,3.4,24.2,29.2,0,28
160s,19.0,24.2,0,0,0
165s,4.6,24.1,34.7,0,64
170s,5.6,24.2,0,0,0
175s,4.7,24.2,19.5,0,272
180s,2.3,24.3,4.80,0,60
185s,15.7,24.2,0.50,0,24
190s,18.8,24.1,56.4,0,24
195s,8.6,24.1,0,0,0
200s,15.7,24.0,83.7,0,20
205s,5.8,23.6,0.50,0,24
210s,11.1,23.6,78.7,0,32
215s,16.1,23.5,31.9,0,60
220s,7.5,23.5,23.8,0,72
225s,5.8,23.5,0,0,0
230s,7.4,23.5,0.20,0,20
235s,6.9,23.5,61.3,0,44
240s,18.9,23.5,0.60,0,48
245s,6.0,23.5,4.50,0,28
250s,7.5,23.5,0,0,0
255s,5.7,23.5,84.3,0,16
260s,6.7,23.5,0.30,0,20
265s,15.9,23.5,28.5,0,128
270s,6.5,23.5,0,0,0
275s,4.8,23.5,33.9,0,48
280s,7.1,23.5,0.10,0,8191
285s,8.4,23.5,0.40,0,72
290s,7.5,23.5,0.10,0,4094
295s,4.7,23.4,0.90,0,140
300s,29.0,23.4,0.50,0,92
