timestamp,cpu_usage_percent,mem_usage_percent,disk_usage_percent,read_disk,write_disk
0s,6.8,21.1,13.5,0,4094
5s,17.3,21.1,21.6,0,32
10s,16.3,21.3,0.50,0,60
15s,24.7,21.9,0.60,0,164
20s,6.5,21.9,3.00,0,632
25s,18.6,21.4,2.70,0,836
30s,2.3,21.4,24.4,0,21
35s,2.3,21.9,0.80,0,120
40s,3.5,21.6,10.3,0,4951
45s,4.8,21.8,30.1,0,96
50s,37.8,21.8,0,0,0
55s,7.8,21.4,44.3,0,64
60s,4.4,21.8,0,0,0
65s,4.8,21.6,13.5,0,4096
70s,39.5,21.6,8.80,0,18
75s,50.0,22.2,7.90,0,6943
80s,39.3,21.9,95.2,0,88
85s,56.2,22.5,50.0,0,56
90s,16.3,23.3,1.904095,324,
95s,8.6,23.6,0.80,0,164
100s,31.9,23.7,2.90,0,380
105s,4.7,23.4,0,0,0
110s,8.6,23.7,4.00,0,292
115s,18.1,23.8,0.20,0,72
120s,4.7,23.3,13.6,0,4091
125s,16.9,23.6,5.30,0,2375
130s,6.1,23.4,1.20,0,464
135s,6.7,23.4,0.50,0,28
140s,4.8,23.7,1.10,0,332
145s,20.0,23.4,0.50,0,60
150s,7.6,23.4,0.90,0,200
155s,4.7,23.8,0.80,0,76
160s,8.0,23.4,0,0,0
165s,3.9,23.7,20.4,0,1516
170s,42.4,23.5,0.60,0,56
175s,18.1,23.1,37.2,0,144
180s,6.7,23.7,13.6,0,4095
185s,9.7,23.3,0,0,0
190s,51.4,23.5,1.10,0,160
195s,7.6,23.6,0,0,0
200s,15.4,23.2,39.9,0,180
205s,16.7,23.7,1.00,0,276
210s,5.6,23.2,37.7,0,96
215s,6.5,23.3,0,0,0
220s,19.2,23.4,18.9,0,40
225s,11.5,23.0,0.30,0,56
230s,4.8,23.4,41.2,0,240
235s,9.2,23.4,0,0,0
240s,6.6,23.1,1.50,0,152
245s,4.8,23.7,0,0,0
250s,6.2,23.3,0,0,0
255s,4.4,23.2,1.20,0,112
260s,4.8,23.6,0.90,0,168
265s,7.6,23.3,0.10,0,8189
270s,5.8,23.7,1.00,0,108
275s,13.9,23.6,0,0,0
280s,4.3,23.1,18.6,0,28
285s,9.0,23.4,13.6,0,4095
290s,11.8,23.0,1.00,0,64
295s,16.3,23.0,52.5,0,4095
300s,14.4,23.4,37.4,0,20
