timestamp,cpu_usage_percent,mem_usage_percent,disk_usage_percent,read_disk,write_disk
0s,94.3,14.4,0.20,0,344
5s,10.7,14.3,9.79,0,8184
10s,20.5,14.6,0,0,0
15s,34.9,15.8,51.4,0,188
20s,18.6,14.7,5.80,0,10
25s,6.8,14.5,8.90,0,5671
30s,80.7,14.7,60.4,0,77
35s,34.9,14.9,0,0,0
40s,53.3,15.8,0.70,0,220
45s,16.3,16.3,0,0,0
50s,32.0,16.4,0.20,0,72
55s,5.7,16.4,0,0,0
60s,21.9,16.2,94.9,0,125
65s,9.5,16.2,2.80,0,4092
70s,12.9,16.3,0.60,0,172
75s,12.4,16.2,61.2,0,2118
80s,40.0,16.2,0,0,0
85s,10.1,16.2,13.0,0,4096
90s,25.0,16.2,4.10,0,36
95s,20.4,16.3,0.30,0,468
100s,15.1,16.2,0,0,0
105s,23.4,16.3,13.5,0,4095
110s,31.7,16.4,23.9,0,8189
115s,26.0,16.6,0.20,0,12
120s,31.4,16.2,1.20,0,304
125s,14.1,15.9,0,0,0
130s,13.2,15.8,29.3,0,20
135s,14.8,16.1,0,0,0
140s,19.1,16.1,4.80,0,12
145s,14.0,16.2,0.30,0,1256
150s,13.8,16.3,3.40,0,4094
155s,14.0,16.2,12.8,0,26
160s,23.3,16.2,46.4,0,36
165s,12.2,16.3,13.6,0,32
170s,30.4,16.3,0,0,0
175s,40.4,16.1,3.00,0,248
180s,18.4,16.0,19.0,0,36
185s,12.6,16.1,48.5,0,64
190s,31.4,16.2,41.6,0,52
195s,36.8,16.2,0.20,0,4093
200s,15.8,16.3,0.20,0,8189
205s,30.3,16.2,37.5,0,4095
210s,16.8,16.2,13.5,0,4095
215s,18.2,16.3,0.40,0,100
220s,38.5,16.2,13.9,0,4036
225s,37.2,16.1,1.00,0,248
230s,23.0,16.2,0.60,0,476
235s,27.6,16.0,0.80,0,100
240s,15.0,16.2,13.6,0,4092
245s,8.1,16.1,6.09,0,8184
250s,11.9,15.9,0.70,0,156
255s,25.0,16.1,2.60,0,948
260s,21.3,16.7,8.69,0,320
265s,18.4,16.8,52.3,0,872
270s,10.7,17.1,0.20,0,8182
275s,43.5,16.9,8.20,0,5616
280s,13.6,17.6,0.308191,36,
285s,12.9,17.2,8.20,0,11
290s,11.0,17.4,0.30,0,180
295s,22.4,17.0,0,0,0
300s,13.3,17.1,78.3,0,31
