timestamp,cpu_usage_percent,mem_usage_percent,disk_usage_percent,read_disk,write_disk
0s,29.6,10.3,2.70,0,48
5s,11.3,10.2,52.4,0,60
10s,36.8,10.3,52.2,0,7414
15s,14.3,10.2,0.20,0,528
20s,1.1,10.4,4.69,0,919
25s,10.8,10.9,16.1,0,8926
30s,22.9,11.2,6.60,0,2020
35s,10.3,11.3,0.70,0,84
40s,3.0,11.3,75.2,0,104
45s,9.3,11.2,18.9,0,32
50s,20.4,11.5,49.7,0,984
55s,15.2,11.4,1.40,0,436
60s,3.1,11.3,82.5,0,80
65s,15.2,11.2,0,0,0
70s,4.7,11.2,0,0,0
75s,3.4,11.1,28.4,0,152
80s,27.6,11.2,11.7,0,66
85s,8.2,11.2,8.29,0,1443
90s,20.4,12.2,0,0,0
95s,5.0,11.9,6.30,0,1780
100s,5.0,11.6,48.4,0,34
105s,4.0,11.7,0.70,0,156
110s,3.0,11.7,20.5,0,96
115s,13.3,11.7,0,0,0
120s,6.6,11.6,0.70,0,644
