timestamp,cpu_usage_percent,mem_usage_percent,disk_usage_percent,read_disk,write_disk
0s,3.1,10.3,2.20,0,68
5s,2.1,10.1,83.7,0,12
10s,29.5,10.2,54.1,0,7387
15s,16.7,10.2,0.30,0,520
20s,12.0,10.2,0,0,0
25s,64.4,10.8,19.8,0,8539
30s,16.5,11.2,9.10,0,4611
35s,8.1,11.2,0,0,0
40s,4.0,11.2,75.0,0,276
45s,5.0,11.2,0,0,0
50s,5.9,11.2,13.4,0,48
55s,32.9,11.3,70.0,0,916
60s,2.3,11.4,4.60,0,1651
65s,7.1,11.2,0,0,0
70s,3.0,11.2,19.1,0,60
75s,3.0,11.1,63.1,0,132
80s,12.5,11.1,43.9,0,180
85s,41.7,11.7,0.80,0,324
90s,7.1,11.9,2.50,0,1087
95s,5.0,11.8,5.10,0,1588
100s,29.9,12.1,0.30,0,96
105s,6.1,12.1,1.50,0,820
110s,23.7,11.9,4.99,0,164
115s,4.5,11.8,46.4,0,292
120s,3.0,11.9,0,0,0
