timestamp,cpu_usage_percent,mem_usage_percent,disk_usage_percent,read_disk,write_disk
0s,5.1,10.2,46.2,0,112
5s,5.1,10.1,60.2,0,4090
10s,28.4,10.1,49.3,0,7630
15s,18.8,10.7,0,0,0
20s,27.4,10.6,2.10,0,4683
25s,3.0,10.3,11.2,0,2584
30s,6.4,11.2,2.50,0,340
35s,14.3,11.2,3.80,0,891
40s,4.1,11.1,0.50,0,1354
45s,13.5,11.1,0,0,0
50s,2.4,11.1,6.39,0,23
55s,16.3,11.1,31.4,0,236
60s,3.0,11.0,0,0,0
65s,5.0,11.0,47.44095,188,
70s,7.1,11.0,15.1,0,84
75s,5.0,11.1,19.5,0,56
80s,3.5,11.1,24.4,0,128
85s,4.0,11.2,3.20,0,140
90s,4.8,11.3,87.1,0,45
95s,28.3,11.3,4.20,0,1410
100s,6.7,11.1,0.10,0,260
105s,3.4,11.1,0.30,0,340
110s,3.0,11.1,0,0,0
115s,7.1,11.0,11.7,0,711
120s,3.0,11.1,7.79,0,38
