timestamp,cpu_usage_percent,mem_usage_percent,disk_usage_percent,read_disk,write_disk
0s,4.8,5.3,0,0,0
5s,14.3,5.0,5.49,0,24
10s,14.6,5.0,30.11007,8183,
15s,2.1,5.0,0,0,0
20s,15.5,5.0,23.7,60,13
25s,74.7,5.0,6.10,352,4163
30s,16.5,5.3,12.93843,15,
35s,7.1,6.4,1.50,0,172
40s,4.1,6.1,1.30,92,460
45s,4.7,6.1,1.40,0,755
50s,3.1,6.1,0.50,0,132
55s,4.0,6.0,0.60,0,92
60s,3.5,6.1,0,0,0
65s,17.2,6.5,23.6,292,64
70s,4.1,6.3,0.10,0,4091
75s,4.1,6.2,52.5,0,44
80s,3.1,6.1,0.70,0,100
85s,4.0,6.1,3.50,0,48
90s,3.1,6.1,0.50,0,44
95s,3.1,6.1,0.70,0,116
100s,11.1,7.0,0.10,0,64
105s,4.0,6.9,2.80,0,643
110s,3.0,6.4,26.6,0,1199
115s,5.1,6.7,2.70,0,764
120s,5.1,6.7,53.5,0,88
