timestamp,cpu_usage_percent,mem_usage_percent,disk_usage_percent,read_disk,write_disk
0s,90.2,14.6,49.9,0,288
5s,16.3,14.8,20.8,0,92
10s,16.3,15.0,81.3,0,76
15s,15.1,16.1,81.9,0,256
20s,6.5,15.4,26.8,0,10
25s,8.7,15.3,0,0,0
30s,31.8,15.1,14.6,0,22
35s,77.0,15.3,45.2,0,150
40s,30.4,15.4,25.0,0,23
45s,85.4,16.9,13.6,0,12
50s,23.1,16.7,40.2,0,1207
55s,26.7,16.7,17.6,0,4095
60s,27.0,16.8,51.9,0,137
65s,22.7,16.8,93.8,0,188
70s,20.6,16.9,0.60,0,983
75s,23.9,16.9,24.3,0,216
80s,37.2,17.0,3.30,0,1432
85s,14.9,16.7,46.4,0,316
90s,12.5,16.7,0,0,0
95s,20.6,16.7,45.8,0,380
100s,14.1,16.8,41.6,0,56
105s,12.9,16.8,18.5,0,160
110s,15.4,16.9,0.30,0,1467
115s,16.5,16.9,18.3,0,12
120s,10.3,16.8,0,0,0
125s,11.6,16.7,0,0,0
130s,16.7,16.6,29.1,0,180
135s,16.8,16.7,0,0,0
140s,9.7,16.8,0,0,0
145s,14.9,16.7,0,0,0
150s,16.3,16.8,0.10,0,36
155s,18.6,16.8,43.1,0,40
160s,9.3,16.8,25.5,0,4095
165s,18.9,16.9,0,0,0
170s,17.6,16.8,20.8,0,76
175s,30.6,16.3,0.60,0,76
180s,29.7,16.9,0.60,0,156
185s,23.2,17.0,18.2,0,160
190s,9.4,16.8,3.90,0,17
195s,14.1,17.3,0,0,0
200s,10.6,17.1,22.5,0,176
205s,17.6,17.0,0.20,0,4092
210s,22.7,17.5,0,0,0
215s,12.4,17.5,0,0,0
220s,20.7,17.7,2.80,0,1208
225s,18.4,17.6,0,0,0
230s,20.9,17.0,0.40,0,484
235s,23.5,17.4,3.20,0,1064
240s,9.6,17.1,1.70,0,304
245s,18.9,17.0,0,0,0
250s,35.4,17.0,18.3,0,140
255s,8.6,17.0,0,0,0
260s,9.4,17.0,78.4,0,200
265s,25.8,17.0,24.3,0,8186
270s,18.4,17.0,4.10,0,284
275s,13.3,17.1,0,0,0
280s,22.5,17.3,50.8,0,132
285s,18.4,17.3,40.5,0,152
290s,15.0,17.2,0.30,0,184
295s,16.5,17.2,0,0,0
300s,20.2,17.5,0.10,0,12
