timestamp,cpu_usage_percent,mem_usage_percent,disk_usage_percent,read_disk,write_disk
0s,92.2,16.7,59.5,0,364
5s,5.6,16.9,18.8,0,140
10s,27.0,17.1,0.20,0,128
15s,14.9,17.9,0.60,0,228
20s,5.7,17.5,20.5,0,8407
25s,7.1,17.4,42.8,0,2227
30s,35.2,17.4,91.6,0,21
35s,30.7,17.5,0,0,0
40s,65.6,18.2,0,0,0
45s,7.0,18.9,95.6,0,98
50s,23.3,18.9,86.6,0,380
55s,23.0,19.3,8.09,0,2449
60s,10.5,19.8,0,0,0
65s,19.2,19.9,0.10,0,4095
70s,27.6,19.9,0.60,0,524
75s,9.0,19.7,0,0,0
80s,24.7,19.5,8.90,0,2408
85s,5.6,19.4,0.70,0,44
90s,12.4,19.4,0.10,0,4095
95s,17.0,19.4,47.5,0,1760
100s,10.2,19.6,0,0,0
105s,7.4,19.6,93.0,0,71
110s,13.8,20.0,0,0,0
115s,7.4,19.8,0,0,0
120s,12.1,19.7,14.9,0,41
125s,21.7,19.6,30.5,0,163
130s,3.7,19.5,0,0,0
135s,5.5,19.5,0.50,0,4095
140s,27.8,19.4,0.30,0,60
145s,11.6,19.4,18.8,0,52
150s,10.2,19.5,13.6,0,4091
155s,8.3,19.4,0,0,0
160s,4.8,19.4,0,0,0
165s,7.9,19.6,0.20,0,360
170s,4.8,19.5,0,0,0
175s,5.7,19.5,0,0,0
180s,7.0,19.5,31.1,0,156
185s,21.7,19.5,0,0,0
190s,7.8,19.5,0,0,0
195s,7.3,19.5,0,0,0
200s,5.6,19.5,0,0,0
205s,3.8,19.4,13.5,0,4092
210s,4.8,19.4,26.1,0,563
215s,14.1,19.4,0,0,0
220s,2.3,19.5,0,0,0
225s,5.7,19.5,0,0,0
230s,4.7,19.5,0,0,0
235s,10.2,19.5,13.5,0,4092
240s,3.8,19.4,13.5,0,4092
245s,4.8,19.4,0,0,0
250s,9.0,19.5,0,0,0
255s,8.6,19.4,0,0,0
260s,10.2,19.4,0,0,0
265s,5.7,19.4,3.70,0,4095
270s,4.7,19.4,0,0,0
275s,6.6,19.4,18.0,0,44
280s,21.4,19.4,16.7,0,188
285s,16.3,19.4,0,0,0
290s,5.6,19.4,0,0,0
295s,6.6,19.4,0,0,0
300s,4.9,19.4,0,0,0
