timestamp,cpu_usage_percent,mem_usage_percent,disk_usage_percent,read_disk,write_disk
0s,100.0,14.4,24.9,0,48
5s,16.0,14.7,0,0,0
10s,18.8,14.8,0,0,0
15s,32.6,15.4,20.8,0,72
20s,32.6,15.1,12.3,0,4832
25s,7.8,14.8,13.5,0,120
30s,15.3,14.7,1.00,0,1890
35s,34.1,15.1,7.30,0,6056
40s,37.6,15.0,96.0,0,17
45s,96.6,16.4,0,0,0
50s,18.7,16.5,0,0,0
55s,12.7,16.4,0.60,0,4163
60s,31.7,16.5,87.2,0,173
65s,8.7,16.5,0,0,0
70s,24.3,16.5,48.5,0,94
75s,13.5,16.4,0,0,0
80s,18.3,16.3,0,0,0
85s,14.7,16.2,21.1,0,172
90s,40.4,16.7,4.90,0,736
95s,14.6,16.5,0,0,0
100s,11.5,16.6,0.10,0,76
105s,12.9,16.5,0,0,0
110s,10.6,16.4,0,0,0
115s,23.9,16.5,10.6,0,3839
120s,7.0,16.7,0,0,0
125s,9.9,16.4,0,0,0
130s,8.8,16.3,0,0,0
135s,13.0,16.4,21.6,0,1776
140s,20.7,16.5,16.7,0,124
145s,55.2,16.6,0,0,0
150s,12.2,16.5,1.30,0,931
155s,27.3,16.6,46.1,0,160
160s,8.7,16.6,0,0,0
165s,7.8,16.6,39.6,0,3506
170s,5.9,16.6,12.7,0,20
175s,15.3,16.3,71.5,0,1414
180s,14.8,16.3,36.2,0,276
185s,24.2,16.3,8.70,0,140
190s,13.8,16.3,0,0,0
195s,16.5,16.5,8.80,0,1288
200s,16.7,16.6,0.20,0,8188
205s,14.9,16.5,0,0,0
210s,27.9,16.6,35.6,0,164
215s,16.1,16.6,14.0,88,344
220s,4.4,16.7,17.8,0,188
225s,37.5,17.3,0.20,0,8190
230s,19.3,17.0,0,0,0
235s,13.8,16.7,50.7,0,3748
240s,10.8,16.8,3.50,0,14
245s,55.8,16.5,0,0,0
250s,13.8,17.0,0,0,0
255s,14.9,17.2,0,0,0
260s,19.4,17.3,18.9,0,116
265s,17.2,17.3,7.00,0,24
270s,6.9,17.4,0.30,0,12
275s,15.5,17.0,0,0,0
280s,9.6,17.1,0,0,0
285s,19.0,17.1,64.1,0,256
290s,11.5,17.0,4.30,0,140
295s,6.7,17.1,0.10,0,4092
300s,10.6,17.0,0.40,0,128
