timestamp,cpu_usage_percent,mem_usage_percent,disk_usage_percent,read_disk,write_disk
0s,96.6,14.5,0,0,0
5s,13.4,14.7,18.6,0,48
10s,24.4,14.9,37.2,0,220
15s,24.4,15.8,44.8,0,364
20s,38.1,14.8,3.70,0,1156
25s,10.5,14.9,5.60,0,13
30s,30.2,14.8,49.9,0,10
35s,37.6,15.0,52.8,0,4064
40s,44.7,15.0,83.6,0,295
45s,54.7,15.0,26.6,0,21
50s,20.2,16.6,42.9,0,60
55s,21.2,16.5,91.7,0,115
60s,19.8,16.7,0,0,0
65s,16.3,16.9,60.9,0,416
70s,8.0,16.9,31.9,0,168
75s,20.0,16.8,0.50,0,112
80s,12.9,17.0,0.20,0,140
85s,24.4,16.5,4.80,0,17
90s,17.8,16.7,2.10,0,1192
95s,15.9,16.7,0.10,0,40
100s,12.0,16.8,0,0,0
105s,43.2,16.9,10.3,0,2945
110s,13.6,16.7,0,0,0
115s,10.8,16.7,0.10,0,4092
120s,7.8,16.7,0,0,0
125s,13.3,16.6,26.0,0,148
130s,7.6,16.6,28.7,0,124
135s,8.8,16.6,29.7,0,12
140s,8.7,16.9,12.2,0,40
145s,14.3,17.2,0,0,0
150s,14.4,17.2,0,0,0
155s,7.8,17.0,51.2,0,17
160s,21.2,16.8,63.7,0,320
165s,12.1,16.8,0,0,0
170s,10.3,16.8,0,0,0
175s,6.7,16.9,0,0,0
180s,6.6,16.8,18.7,0,112
185s,28.6,16.9,2.40,0,3080
190s,8.8,16.8,22.7,0,108
195s,7.7,16.9,14.6,0,96
200s,8.0,16.9,2.10,0,136
205s,7.9,16.9,0.10,0,12
210s,6.8,16.9,13.6,0,4092
215s,8.7,16.9,0.20,0,76
220s,7.7,16.8,8.59,0,24
225s,9.7,16.8,0,0,0
230s,9.4,16.9,0,0,0
235s,18.8,16.9,0,0,0
240s,9.0,16.9,0,0,0
245s,15.2,16.9,0,0,0
250s,8.4,17.0,0.50,0,112
255s,32.2,17.2,0,0,0
260s,11.8,17.0,0,0,0
265s,11.5,17.0,0,0,0
270s,7.5,16.9,5.00,0,232
275s,18.2,16.9,83.3,0,88
280s,49.5,16.9,7.70,0,288
285s,8.7,16.9,0,0,0
290s,10.5,16.9,8.39,0,8184
295s,16.5,16.9,33.7,0,292
300s,30.8,16.9,23.1,0,320
